Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,type,region
29-05-2022,1.510598061,308409.43,222407.14,7198.43,31.26,78772.6,conventional,BirminghamMontgomery
29-05-2022,1.817658857,11968.93,667.69,469.08,0,10832.15,organic,BirminghamMontgomery
29-05-2022,1.481462499,130419.29,83982.51,19525.1,238.6,26673.08,conventional,Boise
29-05-2022,3.026284549,4637.02,93.88,3029.04,0,1514.1,organic,Boise
29-05-2022,1.787770722,544289.39,197894.06,203240.55,52.86,143101.92,conventional,Boston
29-05-2022,1.912392691,36232.12,380.84,2638.65,0,33212.63,organic,Boston
29-05-2022,1.58231928,173386.37,28247.31,47015.96,1383.76,96739.34,conventional,BuffaloRochester
29-05-2022,1.724366714,13330.56,795.38,80.99,0,12454.19,organic,BuffaloRochester
29-05-2022,1.649752815,5308609.97,3320474.25,388805.24,338258.72,1261071.76,conventional,California
29-05-2022,2.188517116,314457.06,118386.69,48824.56,0,147245.81,organic,California
29-05-2022,1.650350537,324650.04,149134.9,55017.14,2514.9,117983.11,conventional,Charlotte
29-05-2022,1.816875187,18126.98,120.07,2983.72,22.09,15001.09,organic,Charlotte
29-05-2022,1.718797962,809293.06,409799.76,85823.24,88965.17,224704.88,conventional,Chicago
29-05-2022,1.586729737,44855.66,4628.99,7580.65,0,32646.02,organic,Chicago
29-05-2022,1.653970726,276482.46,190678.17,47509.18,114.17,38180.94,conventional,CincinnatiDayton
29-05-2022,2.717763507,12168.1,3850.01,6045.74,0,2272.34,organic,CincinnatiDayton
29-05-2022,1.564937901,226807.41,163551.71,24562.55,61.69,38631.45,conventional,Columbus
29-05-2022,2.4081356,7134.14,1385.85,2920.21,0,2828.08,organic,Columbus
29-05-2022,1.375046262,1211252.82,652520.64,174502.91,3594.13,380635.14,conventional,DallasFtWorth
29-05-2022,2.059355597,32060.25,14204.43,1028.37,0,16827.45,organic,DallasFtWorth
29-05-2022,1.710946544,780279.53,394926.36,201779.5,16125.02,167448.66,conventional,Denver
29-05-2022,2.245420221,36423.06,24693.58,810.14,0,10919.34,organic,Denver
29-05-2022,1.653821584,390977.65,229257.95,77072.33,8214.54,76432.82,conventional,Detroit
29-05-2022,2.222615026,18961.08,511.14,6415.44,0,12034.5,organic,Detroit
29-05-2022,1.891632251,169999.96,44413.27,76253.35,11622.69,37710.65,conventional,GrandRapids
29-05-2022,1.291937361,14946.42,29.59,1177.89,0,13738.94,organic,GrandRapids
29-05-2022,1.615143001,3707469.16,1990482.66,740517.46,142716.13,833752.92,conventional,GreatLakes
29-05-2022,1.924022112,171835.18,20900.95,37843.2,0,113091.04,organic,GreatLakes
29-05-2022,1.598055542,364760.79,171531.03,82003.32,85.73,111140.7,conventional,HarrisburgScranton
29-05-2022,1.768932484,14165.26,403.17,498.22,0,13263.87,organic,HarrisburgScranton
29-05-2022,1.691985018,292816.42,76766.64,143640.75,34.65,72374.37,conventional,HartfordSpringfield
29-05-2022,1.906365907,20947.31,662.9,6952.96,5.59,13325.86,organic,HartfordSpringfield
29-05-2022,1.390344547,663040.46,485504.35,78152.04,12596.46,86787.61,conventional,Houston
29-05-2022,1.616085974,35631.08,10625.77,299.86,0,24705.45,organic,Houston
29-05-2022,1.555913843,236124.88,153365.16,34283.05,189.37,48287.3,conventional,Indianapolis
29-05-2022,2.318943535,7641.44,590.99,2990.8,0,4059.65,organic,Indianapolis
29-05-2022,1.56182513,179656.89,139091.87,5604.75,164.75,34795.53,conventional,Jacksonville
29-05-2022,1.421393737,28209.5,36.16,221.41,0,27951.92,organic,Jacksonville
29-05-2022,1.448018553,333826.66,206118.79,41449.31,520.42,85738.15,conventional,LasVegas
29-05-2022,2.253657219,13022.49,5621.17,2918.08,0,4483.24,organic,LasVegas
29-05-2022,1.595679602,2576120.74,1648145.81,27653.92,236305.09,664015.92,conventional,LosAngeles
29-05-2022,2.134254476,122038.8,68467.17,5591.51,0,47980.12,organic,LosAngeles
29-05-2022,1.449709933,120444.41,72615.89,19317.63,87.77,28423.12,conventional,Louisville
29-05-2022,2.722789426,4384.91,964.7,2429.69,0,990.52,organic,Louisville
29-05-2022,1.543527831,767171.12,573581.46,23565.48,532.89,169480.5,conventional,MiamiFtLauderdale
29-05-2022,1.413370774,124084.15,25287.93,698.94,0,98097.28,organic,MiamiFtLauderdale
29-05-2022,1.576279533,3659334.09,1795979.74,616288.26,7381.09,1239685,conventional,Midsouth
29-05-2022,1.954952169,219400.4,12033.13,40708.57,66.01,166592.69,organic,Midsouth
29-05-2022,1.492758423,269733.7,175611.48,20831.52,7.03,73283.68,conventional,Nashville
29-05-2022,2.275859175,15618.89,2724.18,6055.58,0,6839.13,organic,Nashville
29-05-2022,1.377069893,241145.77,156238.51,14317.96,107.3,70482,conventional,NewOrleans
29-05-2022,1.611323915,13114.18,130.78,55.37,0,12928.03,organic,NewOrleans
29-05-2022,1.773074037,1652497.22,360951.38,749874.72,526.85,541144.27,conventional,NewYork
29-05-2022,1.962966182,102742.05,8526.34,8097.99,0,86117.72,organic,NewYork
29-05-2022,1.695856302,4905930.62,1560880.9,1865380.36,3707.49,1475961.87,conventional,Northeast
29-05-2022,1.941714919,271066.31,19629.8,24245.29,7.73,227183.48,organic,Northeast
29-05-2022,1.576551805,478896.29,223416.92,178784.17,21.28,76673.92,conventional,NorthernNewEngland
29-05-2022,2.435408364,15253.77,2521.55,271.78,0,12460.44,organic,NorthernNewEngland
29-05-2022,1.560764903,406308.53,299061.24,8239.74,180.79,98826.26,conventional,Orlando
29-05-2022,1.404714697,89254.3,15322.46,131.25,0,73800.59,organic,Orlando
29-05-2022,1.487630006,113090.07,68796.35,14022.23,58.07,30213.42,conventional,PeoriaSpringfield
29-05-2022,2.113305698,3402.88,355.53,612.4,0,2434.95,organic,PeoriaSpringfield
29-05-2022,1.620192198,565814.98,192137.57,165840.48,164.59,207672.34,conventional,Philadelphia
29-05-2022,1.982163289,27085.43,1743.89,3012.91,0,22328.63,organic,Philadelphia
29-05-2022,1.374920626,1016375.98,600106.17,252492.19,3371.99,160405.62,conventional,PhoenixTucson
29-05-2022,2.128272745,24207.7,12045.96,3887.34,0,8274.39,organic,PhoenixTucson
29-05-2022,1.631436175,134760.05,92395.86,3528.43,43.99,38791.76,conventional,Pittsburgh
29-05-2022,1.726078803,8355.45,1865.72,2.78,0,6486.96,organic,Pittsburgh
29-05-2022,1.601665806,1701547.1,917273,302414.08,2139.18,479720.85,conventional,Plains
29-05-2022,2.033003691,59013.84,12984.76,1953.68,0,44075.4,organic,Plains
29-05-2022,1.575134054,592186.4,378712.33,78499.16,29263.31,105711.59,conventional,Portland
29-05-2022,2.790208149,27735.26,5846.69,18634.88,0,3253.69,organic,Portland
29-05-2022,1.879774701,77200.2,31989.17,28331.76,16.07,16863.2,conventional,Providence
29-05-2022,1.868359325,4704.62,42.66,12.45,0,4649.51,organic,Providence
29-05-2022,1.606461746,392351.5,180161.82,69825.05,1717.06,140647.56,conventional,RaleighGreensboro
29-05-2022,1.786480919,26406.84,633.39,3175.8,23.6,22574.06,organic,RaleighGreensboro
29-05-2022,1.605785095,276201.87,132411.46,56062.79,137.09,87590.54,conventional,RichmondNorfolk
29-05-2022,1.78718783,18350.21,758.28,2822.94,2.16,14766.83,organic,RichmondNorfolk
29-05-2022,1.544775343,164351.13,95534.43,24077.58,21.03,44718.1,conventional,Roanoke
29-05-2022,2.037225099,7899.4,714.19,2065.79,0,5119.43,organic,Roanoke
29-05-2022,1.809569245,415178.58,207226.86,117909.81,4105.08,85936.83,conventional,Sacramento
29-05-2022,2.289005282,23258.14,4439.27,6006.79,0,12812.08,organic,Sacramento
29-05-2022,1.566212793,484561.3,282382.25,9777.87,41705.11,150696.07,conventional,SanDiego
29-05-2022,2.314170566,22663.91,13254.2,1541.79,0,7867.91,organic,SanDiego
29-05-2022,1.755095864,714663.02,486202.34,88461.08,6519.43,133480.18,conventional,SanFrancisco
29-05-2022,2.25385254,78328.82,14029.67,21704.83,0,42594.32,organic,SanFrancisco
29-05-2022,1.874185871,499258.89,275109.88,122263.22,111.22,101774.57,conventional,Seattle
29-05-2022,2.466871672,49418.4,9463.35,33081.62,0,6873.43,organic,Seattle
29-05-2022,1.582584547,494920.7,282099.74,57592.3,379.49,154849.18,conventional,SouthCarolina
29-05-2022,1.753581367,32697.84,2060.61,3387.03,18.6,27231.59,organic,SouthCarolina
29-05-2022,1.369494105,4184562.91,2602667.16,487851.26,29958.79,1061783.01,conventional,SouthCentral
29-05-2022,1.679041883,201975.17,50853.13,5606.33,0,145515.71,organic,SouthCentral
29-05-2022,1.539603252,4458126.46,3163879.28,232428.89,2718.18,1059088.72,conventional,Southeast
29-05-2022,1.411918123,538761.35,75368.5,15634.29,19.68,447738.89,organic,Southeast
29-05-2022,1.689859177,71187.56,43901.29,12983.2,4.73,14298.34,conventional,Spokane
29-05-2022,2.782600637,4112.28,1605.95,1713.06,0,793.28,organic,Spokane
29-05-2022,1.364686313,205197.4,125831.58,17102.97,111.12,62151.73,conventional,StLouis
29-05-2022,2.21756506,7581.19,3658.25,739.6,0,3183.34,organic,StLouis
29-05-2022,1.554741072,77994.99,17739.31,29044.2,364.53,30846.95,conventional,Syracuse
29-05-2022,1.683127713,4871.39,272.78,121.43,0,4477.19,organic,Syracuse
29-05-2022,1.494063057,449938.84,350025.12,11362.83,328.53,88222.36,conventional,Tampa
29-05-2022,1.080510222,94984.77,10029.65,95.55,0,84859.57,organic,Tampa
29-05-2022,1.572801608,124095.65,80301.09,17814.54,1391.21,24588.81,conventional,Toledo
29-05-2022,2.293905773,4118.05,225.92,1932.76,0,1959.38,organic,Toledo
29-05-2022,1.576325577,33843167.85,18795241.16,5794790.86,601984.39,8648163.75,conventional,TotalUS
29-05-2022,1.871301869,2042651.81,409780.37,261013.47,93.42,1371764.55,organic,TotalUS
29-05-2022,1.553705306,5917587.54,3443604.18,1161105.3,75104.83,1237099.63,conventional,West
29-05-2022,2.361783535,266142.51,99623.41,86197.56,0,80321.53,organic,West
29-05-2022,1.421793739,745411.28,378436.41,95410.37,4223.54,264686.75,conventional,WestTexNewMexico
29-05-2022,1.645557948,48396.72,18365.95,1410.08,0,28620.7,organic,WestTexNewMexico
29-05-2022,1.386716544,90748.1,62283.51,6999.79,5.4,21459.39,conventional,Wichita
29-05-2022,2.218516105,2543.64,1488.2,2.16,0,1053.28,organic,Wichita
05-06-2022,1.482451117,116676.31,32987.84,66115.72,12.24,17560.51,conventional,Albany
05-06-2022,2.275222485,2615.06,306.29,345.77,0,1963,organic,Albany
05-06-2022,1.44969075,769812.39,567912.85,36043.15,70.25,165786.15,conventional,Atlanta
05-06-2022,2.184810948,30019.85,5562.83,9301.49,0,15155.54,organic,Atlanta
05-06-2022,1.603406369,859431.33,250836.26,201354.07,2289.17,404951.84,conventional,BaltimoreWashington
05-06-2022,2.204422535,55285.32,521.99,12850.04,12.67,41900.62,organic,BaltimoreWashington
05-06-2022,1.494659899,290817.76,209011.35,8257.22,12.29,73536.91,conventional,BirminghamMontgomery
05-06-2022,1.690407389,19840.91,636.04,439.03,0,18765.84,organic,BirminghamMontgomery
05-06-2022,1.540565991,105323.92,60009.57,16861.38,209.51,28243.46,conventional,Boise
05-06-2022,2.972909063,5419.79,165.04,4190.05,0,1064.7,organic,Boise
05-06-2022,1.787051113,553708.92,204557.99,211135.35,82.69,137932.9,conventional,Boston
05-06-2022,1.937596144,36496.56,273.06,2111.78,0,34111.72,organic,Boston
05-06-2022,1.573323046,171771.68,27831.76,48225.8,1516.43,94197.69,conventional,BuffaloRochester
05-06-2022,1.696221522,12431.48,648.41,96.42,0,11686.65,organic,BuffaloRochester
05-06-2022,1.629855356,5533738.18,3595712.12,399745.48,307908.82,1230371.76,conventional,California
05-06-2022,2.114794233,316420.5,110973.98,38331.87,0,167114.64,organic,California
05-06-2022,1.642529362,311003.31,142015.69,53925.38,2144.81,112917.42,conventional,Charlotte
05-06-2022,1.798931658,17057.42,152.99,3061.27,4.42,13838.74,organic,Charlotte
05-06-2022,1.604290554,857818.6,385432.53,92011.48,76726.7,303647.89,conventional,Chicago
05-06-2022,1.770435857,29354.84,4463.45,4652.65,0,20238.73,organic,Chicago
05-06-2022,1.613239325,270156.28,173538.32,53781.58,73.44,42762.94,conventional,CincinnatiDayton
05-06-2022,2.651878057,11701.06,5083.08,4961.79,0,1656.19,organic,CincinnatiDayton
05-06-2022,1.56212261,224503.33,155001.08,24795.74,56.6,44649.9,conventional,Columbus
05-06-2022,2.367370655,6919.73,1825.43,2828.65,0,2265.66,organic,Columbus
05-06-2022,1.267633288,1316194.28,753151.92,194042.1,2986.87,365815.44,conventional,DallasFtWorth
05-06-2022,1.914834819,37252.23,15184.26,971.12,0,21096.85,organic,DallasFtWorth
05-06-2022,1.620598053,824422.11,392460.76,245474.21,18240.83,168246.31,conventional,Denver
05-06-2022,2.341722825,34604.18,26047.87,826.86,0,7729.44,organic,Denver
05-06-2022,1.583763104,377704.9,220339.92,54584.48,4458.72,98321.78,conventional,Detroit
05-06-2022,2.180368653,14726.67,675.76,4494.86,0,9556.05,organic,Detroit
05-06-2022,1.810534755,156015.14,42463.85,52232.6,6179.57,55139.12,conventional,GrandRapids
05-06-2022,1.772290788,8241.73,26.46,1344.66,0,6870.61,organic,GrandRapids
05-06-2022,1.566514706,3635762.06,1862345.38,673723.02,108825.45,990868.2,conventional,GreatLakes
05-06-2022,2.059122637,134426.6,22227.9,29845.15,0,82353.54,organic,GreatLakes
05-06-2022,1.541680612,365693.5,153499.05,105999.92,69.2,106125.33,conventional,HarrisburgScranton
05-06-2022,1.841243164,10483.68,186.18,496.86,0,9800.64,organic,HarrisburgScranton
05-06-2022,1.552486094,364974.57,81381.79,215178.72,105.77,68308.3,conventional,HartfordSpringfield
05-06-2022,2.057600085,18826.99,329.35,4657.9,0,13839.74,organic,HartfordSpringfield
05-06-2022,1.173487566,823663.23,594151.13,136059.53,12240.75,81211.81,conventional,Houston
05-06-2022,1.689637628,27412.33,9166.02,324.78,0,17921.53,organic,Houston
05-06-2022,1.541441485,222632.68,133229.69,37553.78,151.4,51697.8,conventional,Indianapolis
05-06-2022,2.273310984,8487.99,945.81,2942.04,0,4600.14,organic,Indianapolis
05-06-2022,1.554393198,178504.61,135684.74,5278.94,335.18,37205.75,conventional,Jacksonville
05-06-2022,1.472639624,28303.42,37.78,193.02,0,28072.62,organic,Jacksonville
05-06-2022,1.315011407,369628.21,249866.3,36378.1,347.11,83036.71,conventional,LasVegas
05-06-2022,2.206000827,11365.21,4333.61,2911.79,0,4119.81,organic,LasVegas
05-06-2022,1.576186345,2526770.99,1603827.45,35298.54,222091.69,665553.32,conventional,LosAngeles
05-06-2022,2.118435525,119509.9,58279.71,9112.9,0,52117.28,organic,LosAngeles
05-06-2022,1.288505873,153877.34,104961.57,20985.24,58.57,27871.96,conventional,Louisville
05-06-2022,2.470314669,4638.62,1208.54,2480.5,0,949.58,organic,Louisville
05-06-2022,1.541457296,804818.09,599400.13,23760.61,798.74,180855.85,conventional,MiamiFtLauderdale
05-06-2022,1.443731156,127195.18,22912.45,722.12,0,103560.62,organic,MiamiFtLauderdale
05-06-2022,1.516771218,3778446.08,1884079.43,636298,7708.43,1250360.22,conventional,Midsouth
05-06-2022,2.050073212,195357.34,11651.12,43784.19,51.77,139870.26,organic,Midsouth
05-06-2022,1.392337986,303451.83,208707.81,23052.38,5.14,71686.51,conventional,Nashville
05-06-2022,2.264507528,14654.28,1991.83,4703.88,0,7958.58,organic,Nashville
05-06-2022,1.386177602,234417.75,150268.51,17380.91,71.32,66694.88,conventional,NewOrleans
05-06-2022,1.604468417,15965.41,254.03,38.66,0,15672.72,organic,NewOrleans
05-06-2022,1.417230805,2454412.99,418076.7,1490679.68,1813.27,543842.67,conventional,NewYork
05-06-2022,2.046662827,98957.13,6014.09,12838.79,1.58,80102.67,organic,NewYork
05-06-2022,1.509273532,5895471.16,1563844.85,2873790.14,5370.56,1452464.95,conventional,Northeast
05-06-2022,2.037688407,255439.87,15378.24,29957.71,3.58,210100.34,organic,Northeast
05-06-2022,1.586291351,440790.43,196435.64,169116.42,40.9,75197.48,conventional,NorthernNewEngland
05-06-2022,2.382097325,17311.94,2372.72,360.05,0,14579.17,organic,NorthernNewEngland
05-06-2022,1.567911561,415337.73,291165.51,14818.14,369.26,108984.82,conventional,Orlando
05-06-2022,1.437414917,87190.75,14880.69,117.6,0,72192.46,organic,Orlando
05-06-2022,1.498429454,108879.97,64042.4,12908.36,82.79,31846.42,conventional,PeoriaSpringfield
05-06-2022,2.075871471,3027.46,266.7,564.21,0,2196.54,organic,PeoriaSpringfield
05-06-2022,1.429427496,663854.72,180727.14,267296.74,297.9,215532.95,conventional,Philadelphia
05-06-2022,2.243415676,27285.27,1200.61,7489.63,0,18595.03,organic,Philadelphia
05-06-2022,1.362167365,1047054.54,605517.56,278940.98,2888.5,159707.5,conventional,PhoenixTucson
05-06-2022,2.022891972,22643,11655.37,3198.99,0,7788.64,organic,PhoenixTucson
05-06-2022,1.606967905,127041.62,83877.2,4276.16,16.47,38871.79,conventional,Pittsburgh
05-06-2022,1.877463055,6483.29,1921.28,5.56,0,4556.44,organic,Pittsburgh
05-06-2022,1.575042771,1764256.19,974847.3,315234.28,2584.86,471589.75,conventional,Plains
05-06-2022,2.063117063,56470.15,13182.21,1470.6,0,41817.34,organic,Plains
05-06-2022,1.551323245,645165.54,358209.79,149893.45,27475.13,109587.17,conventional,Portland
05-06-2022,2.600897139,31909.4,4550.92,24023.82,0,3334.67,organic,Portland
05-06-2022,1.860633662,84359.82,35333.01,31211.8,39.76,17775.26,conventional,Providence
05-06-2022,1.849916995,5207.1,16.24,15.23,0,5175.63,organic,Providence
05-06-2022,1.595725469,395469.5,183287.98,66901.23,1990.24,143290.06,conventional,RaleighGreensboro
05-06-2022,1.868471934,21360.81,678.82,3488.67,24.66,17168.66,organic,RaleighGreensboro
05-06-2022,1.55384184,286709.23,137563.63,62410.02,195.04,86540.54,conventional,RichmondNorfolk
05-06-2022,1.810589594,15320.54,987.99,2688.07,0,11644.48,organic,RichmondNorfolk
05-06-2022,1.459538443,180380.41,113309.37,26227.12,7.28,40836.64,conventional,Roanoke
05-06-2022,2.053228808,6242.89,869.86,1549.48,0,3823.55,organic,Roanoke
05-06-2022,1.806380329,435315.85,237856.74,117426.45,2534.03,77498.63,conventional,Sacramento
05-06-2022,1.989989556,27600.19,4733.35,4327.68,0,18539.16,organic,Sacramento
05-06-2022,1.552477946,485665.69,284568.12,10271.54,38652.26,152173.77,conventional,SanDiego
05-06-2022,2.332192491,22975.63,11926.88,2810.59,0,8238.17,organic,SanDiego
05-06-2022,1.708714765,889505.12,669889.71,94413.86,3974.66,121226.89,conventional,SanFrancisco
05-06-2022,2.178339165,76847.56,16937.4,13488.12,0,46422.05,organic,SanFrancisco
05-06-2022,1.88273915,455714.42,192791.7,136536.84,90.05,126295.83,conventional,Seattle
05-06-2022,2.155568891,72449.87,8193.03,57032.97,0,7223.87,organic,Seattle
05-06-2022,1.549508167,483190.73,287455.45,52756.35,357.43,142621.49,conventional,SouthCarolina
05-06-2022,1.624555653,37990.21,1899.17,3476.18,24.93,32589.93,organic,SouthCarolina
05-06-2022,1.308334228,4471577.36,2742972.95,618389.32,36648.03,1072769.07,conventional,SouthCentral
05-06-2022,1.675972869,165135.71,38699.92,5025.05,0,121410.75,organic,SouthCentral
05-06-2022,1.51030718,4544873.85,3271096.82,210761.94,3386.77,1059623.41,conventional,Southeast
05-06-2022,1.431401329,561261.7,66772.28,18470.14,26.51,475992.77,organic,Southeast
05-06-2022,1.706735228,66876.27,34991.25,14031.03,4.76,17849.23,conventional,Spokane
05-06-2022,2.712212896,4257.71,1205.61,2159.86,0,892.24,organic,Spokane
05-06-2022,1.378520481,203888.87,126866.85,17866.13,97.88,59058.01,conventional,StLouis
05-06-2022,2.080069509,6594.92,2759.59,456.56,0,3378.77,organic,StLouis
05-06-2022,1.569928176,73974.77,17166.23,27657.86,296.54,28854.14,conventional,Syracuse
05-06-2022,1.801160542,3805.1,310.03,130.72,0,3364.34,organic,Syracuse
05-06-2022,1.499619433,454424.93,340253.29,16537.35,178.27,97456.03,conventional,Tampa
05-06-2022,1.111016637,89860.96,9181.67,109.2,0,80570.08,organic,Tampa
05-06-2022,1.556174698,115645.8,71428.23,15799.76,891.6,27526.21,conventional,Toledo
05-06-2022,2.283824355,3582.49,451.46,1257.17,0,1873.86,organic,Toledo
05-06-2022,1.511533867,35680100.79,19249220.23,7057640.43,547026.87,8825184.56,conventional,TotalUS
05-06-2022,1.88505498,1973370.69,372323.3,290890.33,81.86,1310075.21,organic,TotalUS
05-06-2022,1.501796604,6055975.92,3354321.38,1329698.24,74593.96,1297137.21,conventional,West
05-06-2022,2.271992891,288858.83,93437.65,124005.61,0,71415.57,organic,West
05-06-2022,1.381074788,773285.98,401205.51,89011.98,4978.35,277300.74,conventional,WestTexNewMexico
05-06-2022,1.568481878,36609.73,10582.55,1516.24,0,24510.93,organic,WestTexNewMexico
05-06-2022,1.339271144,101144.32,67698.66,13408.66,37.57,19999.42,conventional,Wichita
05-06-2022,2.297773617,2854.61,1896.04,13.96,0,944.61,organic,Wichita
12-06-2022,1.488383784,107790.63,21455.93,64099.43,1.99,22233.28,conventional,Albany
12-06-2022,1.996726072,3811.17,308.31,325.53,0,3177.34,organic,Albany
12-06-2022,1.487161073,710143.48,502955.06,35118.93,43.96,172025.53,conventional,Atlanta
12-06-2022,2.146060288,24846.84,8413.45,4041.52,0,12391.87,organic,Atlanta
12-06-2022,1.488130298,902491.55,322332.07,215514.02,1812.02,362833.44,conventional,BaltimoreWashington
12-06-2022,1.984055437,64038.17,537.71,12373.44,0,51127.01,organic,BaltimoreWashington
12-06-2022,1.469854516,288925.21,199662.1,10607.38,16.45,78639.29,conventional,BirminghamMontgomery
12-06-2022,1.7246954,16269.25,646.18,313.97,0,15309.11,organic,BirminghamMontgomery
12-06-2022,1.487027084,134215.13,91681.82,16363.89,254.82,25914.6,conventional,Boise
12-06-2022,2.86283543,4673.07,80.8,3066.61,0,1525.65,organic,Boise
12-06-2022,1.771090503,518825.33,114783.2,266175.3,68.3,137798.53,conventional,Boston
12-06-2022,1.968830948,36532.31,458.29,2128.24,0,33945.77,organic,Boston
12-06-2022,1.549272116,170617.92,28144.83,50318.3,1447.23,90707.56,conventional,BuffaloRochester
12-06-2022,1.572414443,14374.24,583.68,76.48,0,13714.08,organic,BuffaloRochester
12-06-2022,1.667908563,5312207.57,3096339.2,460100.5,451018.35,1304749.54,conventional,California
12-06-2022,2.055850709,331760.53,115588.65,38157.95,4.28,178009.65,organic,California
12-06-2022,1.571172037,312145.67,139138.26,56808.4,2255.35,113943.67,conventional,Charlotte
12-06-2022,1.844540942,20507.36,133.11,3622.86,24.83,16726.55,organic,Charlotte
12-06-2022,1.640197734,848160.72,390686.43,140556.69,75108.47,241809.13,conventional,Chicago
12-06-2022,1.454545599,29371.13,953.94,3270.34,0,25146.84,organic,Chicago
12-06-2022,1.334520488,337337.92,264712.2,37536.22,94.46,34995.04,conventional,CincinnatiDayton
12-06-2022,2.531610155,12819.54,4926.53,5431.87,0,2461.14,organic,CincinnatiDayton
12-06-2022,1.308595442,272799.93,218105.16,17563.47,42.65,37088.66,conventional,Columbus
12-06-2022,2.242257715,8428.11,2526.89,3071.67,0,2829.56,organic,Columbus
12-06-2022,1.264596461,1219937.47,632636.49,196655.54,3135.25,387510.19,conventional,DallasFtWorth
12-06-2022,1.897835787,33460.32,12186.22,865.72,0,20408.37,organic,DallasFtWorth
12-06-2022,1.644424414,877474.29,331581.4,348861.73,15188.7,181842.46,conventional,Denver
12-06-2022,2.341873858,33259.88,26065.86,932.08,0,6261.94,organic,Denver
12-06-2022,1.377172492,504501.18,366368.19,57545.61,4641.15,75946.23,conventional,Detroit
12-06-2022,2.241367948,11026.48,4414.33,1552.55,0,5059.6,organic,Detroit
12-06-2022,1.837511777,150231.3,46463.4,54369.44,5900.09,43498.37,conventional,GrandRapids
12-06-2022,1.853484346,4915.28,213.16,740.36,0,3961.76,organic,GrandRapids
12-06-2022,1.461776789,4090836.79,2393337.63,765403.67,105649.48,826446.01,conventional,GreatLakes
12-06-2022,1.997515943,115965.72,22798.79,23445.83,0,69721.1,organic,GreatLakes
12-06-2022,1.525360789,310385.57,125393.06,78500.93,1408.75,105082.83,conventional,HarrisburgScranton
12-06-2022,1.775306345,11307.21,140.62,508.16,0,10658.43,organic,HarrisburgScranton
12-06-2022,1.626907649,302619.77,67824.33,162509.95,20.23,72265.26,conventional,HartfordSpringfield
12-06-2022,1.966115253,18588.91,376.9,5896.32,0,12315.7,organic,HartfordSpringfield
12-06-2022,1.14173995,736312.5,533130.61,102092.05,10385.86,90703.99,conventional,Houston
12-06-2022,2.154422281,13612.37,9269.83,243.47,0,4099.07,organic,Houston
12-06-2022,1.340882527,277972.74,205755.39,29239.48,142.71,42835.16,conventional,Indianapolis
12-06-2022,2.318332373,7052.79,949.98,3059.2,0,3043.6,organic,Indianapolis
12-06-2022,1.48948815,173997.33,129662.23,6663.66,6.72,37664.71,conventional,Jacksonville
12-06-2022,1.473281584,28121.01,61.7,112.48,0,27946.83,organic,Jacksonville
12-06-2022,1.301816917,396154.86,265503.31,37421.1,259.34,92971.11,conventional,LasVegas
12-06-2022,2.143359629,10822.9,4050.02,2124.92,0,4647.96,organic,LasVegas
12-06-2022,1.614321901,2586080.71,1511704.02,36436.24,337160.63,700779.82,conventional,LosAngeles
12-06-2022,2.115259906,117652.17,61454.83,5685.77,0,50511.58,organic,LosAngeles
12-06-2022,1.292693144,130622.73,83835.44,20169.28,3.78,26614.23,conventional,Louisville
12-06-2022,2.195430684,6269.71,2659.2,1663.53,0,1946.98,organic,Louisville
12-06-2022,1.536271646,797009.16,579556.92,29019.06,192.78,188234.09,conventional,MiamiFtLauderdale
12-06-2022,1.463810779,106174.85,18897.85,666.92,0,86610.09,organic,MiamiFtLauderdale
12-06-2022,1.466488362,3664244.55,1836733.78,651809.92,6789.05,1168911.8,conventional,Midsouth
12-06-2022,1.90726906,234720.1,17250.93,39699.98,68.37,177700.82,organic,Midsouth
12-06-2022,1.416867706,278925.48,178987.83,26595.7,9.02,73332.93,conventional,Nashville
12-06-2022,2.103983451,15681.66,2253.24,3981.66,0,9446.76,organic,Nashville
12-06-2022,1.371968646,233614,144054.83,18240.03,20.87,71298.27,conventional,NewOrleans
12-06-2022,1.697347882,11997.66,115.37,18.28,0,11864.02,organic,NewOrleans
12-06-2022,1.610144866,1636264.47,309914.81,633429.82,593.38,692326.46,conventional,NewYork
12-06-2022,2.017997527,96274.11,5461.88,11044.84,0,79767.38,organic,NewYork
12-06-2022,1.602107687,4634949.52,1113986.08,1843778.88,6921.07,1670263.5,conventional,Northeast
12-06-2022,2.007915883,263597.77,14901.07,30146.73,0,218549.96,organic,Northeast
12-06-2022,1.548582078,397801.93,92590.64,207664.31,32.37,97514.6,conventional,NorthernNewEngland
12-06-2022,2.416304885,21110.23,2982.85,369.46,0,17757.92,organic,NorthernNewEngland
12-06-2022,1.511376335,419302.27,278227.71,18507.5,207.75,122359.31,conventional,Orlando
12-06-2022,1.444524775,74105.38,13256.58,121.8,0,60727,organic,Orlando
12-06-2022,1.383144975,125959.04,86452.34,11417.37,69.72,28019.6,conventional,PeoriaSpringfield
12-06-2022,2.095387763,2607.04,180.87,562.66,0,1863.52,organic,PeoriaSpringfield
12-06-2022,1.484438196,538021.91,139727.51,150949.64,1573,245771.76,conventional,Philadelphia
12-06-2022,2.227816605,26620.93,864.19,7594.32,0,18162.42,organic,Philadelphia
12-06-2022,1.128352878,1248150.33,873856.99,208622.67,2833.89,162836.77,conventional,PhoenixTucson
